STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,SEX,Sex,AGE,Age,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q2,,1.74,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q3,,1.63,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q4,,1.51,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q1,,1.37,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q2,,1.3,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q3,,1.18,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q4,,1.2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2025-Q1,,1.33,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2020-Q3,,1.62,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2020-Q4,,1.68,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q1,,1.48,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q2,,1.71,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q3,,1.72,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q4,,1.87,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q1,,2.22,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q2,,1.93,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q3,,2.34,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q4,,2.16,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q1,,2.1,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q2,,2.18,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q3,,2.11,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q4,,1.93,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q1,,1.78,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q2,,1.51,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q3,,1.29,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q4,,1.37,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2025-Q1,,1.31,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q3,,2720001,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q4,,2728187,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q1,,2739105,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q2,,2749365,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q3,,2755583,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q4,,2763240,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q1,,2778421,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q2,,2793934,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q3,,2815907,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q4,,2839523,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q1,,2868478,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q2,,2890936,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q3,,2916222,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q4,,2937647,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q1,,2962651,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q2,,2977910,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q3,,2995415,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q4,,3009399,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2025-Q1,,3030183,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2020-Q3,,0.36,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2020-Q4,,-0.35,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q1,,-0.93,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q2,,-1.02,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q3,,-0.73,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q4,,-0.19,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q1,,0.55,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q2,,1.03,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q3,,1.75,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q4,,2.22,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q1,,2.51,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q2,,2.75,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q3,,2.82,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q4,,2.7,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q1,,2.53,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q2,,2.26,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q3,,2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q4,,1.84,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2025-Q1,,1.8,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2020-Q3,,7116,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2020-Q4,,7383,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q1,,6538,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q2,,7605,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q3,,7649,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2021-Q4,,8355,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q1,,9983,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q2,,8754,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q3,,10617,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2022-Q4,,9868,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q1,,9629,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q2,,10078,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q3,,9802,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2023-Q4,,8989,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q1,,8344,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q2,,7108,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q3,,6104,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2024-Q4,,6482,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,8,Australian Capital Territory,Q,Quarterly,2025-Q1,,6238,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2020-Q3,,8098905,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2020-Q4,,8094300,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2021-Q1,,8093015,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2021-Q2,,8097062,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2021-Q3,,8096719,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2021-Q4,,8117057,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2022-Q1,,8153203,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2022-Q2,,8182098,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2022-Q3,,8223908,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2022-Q4,,8264048,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2023-Q1,,8317329,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2023-Q2,,8356387,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2023-Q3,,8406338,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2023-Q4,,8437334,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2024-Q1,,8477401,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2024-Q2,,8492171,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2024-Q3,,8521570,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2024-Q4,,8541186,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,1,New South Wales,Q,Quarterly,2025-Q1,,8579219,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2020-Q3,,559427,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2020-Q4,,561881,,PSNS,Persons,,,,
